price,year,manufacturer,model,condition,cylinders,fuel,odometer,transmission,drive,type,state
21500,2013.0,jeep,wrangler,excellent,6 cylinders,gas,78270.0,manual,4wd,convertible,tn
44495,2016.0,bmw,650i gran coupe,unknown,8 cylinders,gas,5432.0,automatic,rwd,sedan,az
13995,2011.0,ford,edge sport,like new,6 cylinders,gas,95672.0,automatic,4wd,SUV,pa
3500,2006.0,buick,lucerne,excellent,6 cylinders,gas,225000.0,automatic,unknown,unknown,ga
3200,2008.0,subaru,legacy,unknown,unknown,gas,182.0,automatic,unknown,unknown,ct
22995,2014.0,bmw,5 series,excellent,8 cylinders,gas,98013.0,automatic,4wd,sedan,vt
7450,2005.0,nissan,frontier,unknown,unknown,gas,226000.0,automatic,unknown,unknown,tn
25500,2013.0,toyota,tundra,unknown,8 cylinders,gas,56708.0,automatic,4wd,truck,nj
3777,2004.0,honda,pilot,unknown,unknown,gas,242242.0,automatic,unknown,SUV,va
13995,2014.0,hyundai,santa fe,excellent,unknown,gas,113134.0,automatic,4wd,SUV,ma
16695,2018.0,honda,civic,unknown,unknown,gas,22028.0,automatic,fwd,sedan,oh
26590,2018.0,infiniti,q50 3.0t luxe sedan 4d,good,6 cylinders,gas,32713.0,other,rwd,sedan,ca
24900,2013.0,mercedes-benz,benz slk 250,excellent,4 cylinders,gas,38500.0,automatic,rwd,convertible,nj
30590,2019.0,mazda,mx-5 miata rf grand,good,unknown,gas,12246.0,other,rwd,other,ny
49995,2019.0,lincoln,nautilus black label,excellent,6 cylinders,gas,2979.0,automatic,4wd,SUV,ak
35590,2018.0,acura,mdx sh-awd w/advance pkg,good,6 cylinders,gas,35799.0,automatic,unknown,other,ks
14000,2016.0,ford,fusion,unknown,unknown,gas,75260.0,automatic,fwd,unknown,md
17894,2000.0,ford,f250 super duty xlt,unknown,unknown,diesel,250095.0,manual,unknown,unknown,nc
1399,2000.0,mercury,cougar,good,6 cylinders,gas,227640.0,manual,fwd,coupe,nv
39990,2020.0,lincoln,corsair reserve sport,good,unknown,gas,7469.0,other,fwd,other,al
8500,2014.0,chrysler,town & country,unknown,6 cylinders,unknown,122616.0,automatic,fwd,van,dc
27988,2013.0,ford,f450,excellent,10 cylinders,gas,149207.0,automatic,4wd,truck,tn
51500,2021.0,jeep,wrangler unlimited rubicon,like new,6 cylinders,gas,1700.0,automatic,4wd,SUV,pa
16590,2017.0,toyota,yaris ia sedan 4d,good,unknown,other,12341.0,other,fwd,sedan,oh
10700,2009.0,mercedes-benz,ml550,excellent,8 cylinders,gas,129000.0,automatic,4wd,SUV,il
3995,1999.0,unknown,OLDSMOBILE ALERO GLS,like new,6 cylinders,gas,49000.0,automatic,fwd,sedan,oh
7480,2012.0,chrysler,300,unknown,6 cylinders,gas,187910.0,automatic,rwd,sedan,al
2880,2013.0,chrysler,200,good,4 cylinders,gas,218776.0,automatic,unknown,unknown,mn
42990,2018.0,bmw,x6 xdrive35i sport utility,good,unknown,gas,46210.0,manual,unknown,other,mo
7600,2008.0,subaru,outback,good,4 cylinders,gas,103000.0,automatic,4wd,wagon,md
21995,2015.0,ford,transit cargo van,good,6 cylinders,other,76751.0,automatic,rwd,van,ny
6995,2014.0,chevrolet,cruze,unknown,unknown,gas,100000.0,automatic,unknown,unknown,id
22857,2018.0,nissan,rogue,unknown,4 cylinders,gas,34064.0,automatic,4wd,SUV,or
4000,2002.0,honda,civic ex,excellent,unknown,gas,152000.0,manual,unknown,unknown,co
6500,2002.0,ford,f-350,fair,8 cylinders,diesel,287000.0,automatic,4wd,pickup,oh
12200,2009.0,toyota,highlander,good,6 cylinders,gas,125000.0,automatic,4wd,wagon,ny
12499,2015.0,ford,explorer police interceptor,unknown,unknown,gas,105000.0,automatic,4wd,unknown,ca
5900,1999.0,rover,discovery ii,unknown,8 cylinders,gas,179000.0,automatic,4wd,SUV,nm
12130,2015.0,dodge,grand caravan,good,6 cylinders,gas,107862.0,automatic,fwd,van,wi
18200,2018.0,chevrolet,impala ls,like new,6 cylinders,gas,33717.0,automatic,fwd,sedan,mi
28900,2018.0,gmc,terrain,unknown,unknown,gas,37623.0,automatic,4wd,unknown,mn
15977,2016.0,hyundai,tucson,excellent,4 cylinders,gas,51583.0,automatic,4wd,unknown,oh
49998,2017.0,ford,f250 lariat 4x4 diesel,unknown,unknown,diesel,160867.0,automatic,unknown,unknown,la
199,2017.0,dodge,charger,unknown,unknown,gas,21892.0,automatic,unknown,unknown,ky
17995,2020.0,toyota,corolla,unknown,unknown,gas,23415.0,automatic,fwd,other,ca
12999,2014.0,ford,taurus sel awd gas sedan,unknown,unknown,gas,99959.0,automatic,4wd,sedan,wa
17900,2013.0,ford,explorer xlt,excellent,6 cylinders,gas,86880.0,automatic,unknown,SUV,hi
25590,2017.0,ford,mustang v6 convertible 2d,good,6 cylinders,gas,11325.0,other,rwd,convertible,md
52999,2020.0,chevrolet,silverado 1500 lt 4x4,unknown,unknown,gas,18365.0,automatic,4wd,truck,wa
8700,2017.0,infiniti,q50s sport awd,unknown,unknown,gas,70000.0,automatic,unknown,unknown,ga
5995,2007.0,unknown,Suzuki XL7,good,unknown,gas,141605.0,automatic,4wd,SUV,il
4000,2006.0,chevrolet,tahoe,excellent,8 cylinders,gas,184000.0,automatic,rwd,SUV,co
28990,2014.0,ford,f150 super cab xlt pickup,good,unknown,other,36038.0,other,4wd,pickup,la
4500,2008.0,honda,accord exl v6,excellent,6 cylinders,gas,196002.0,automatic,fwd,sedan,ok
18590,2017.0,toyota,corolla im hatchback 4d,good,unknown,other,14317.0,other,fwd,hatchback,nv
33590,2016.0,lexus,gx 460 sport utility 4d,good,8 cylinders,gas,55383.0,other,4wd,other,ca
79998,2019.0,ford,super duty f-250 srw,unknown,unknown,diesel,16900.0,automatic,4wd,pickup,ut
5995,2011.0,ford,crown victoria,good,8 cylinders,gas,104000.0,automatic,rwd,sedan,ct
17050,2016.0,mercedes-benz,cla-class,unknown,unknown,gas,61350.0,unknown,unknown,sedan,fl
10995,2000.0,jeep,wrangler,excellent,unknown,gas,92023.0,automatic,4wd,unknown,mn
27000,2017.0,chrysler,300-series,unknown,6 cylinders,gas,24146.0,automatic,4wd,sedan,mn
7995,2004.0,ram,2500,unknown,unknown,gas,121276.0,automatic,unknown,unknown,mi
28990,2019.0,acura,ilx technology and a-spec,good,unknown,gas,5736.0,other,fwd,sedan,md
2800,2014.0,dodge,durango,unknown,unknown,gas,102000.0,automatic,unknown,SUV,tx
5500,2004.0,chevrolet,suburban,good,8 cylinders,gas,178000.0,automatic,4wd,unknown,ca
38590,2018.0,volvo,xc60 t6 inscription sport,good,unknown,gas,33978.0,other,unknown,other,ny
2839,2005.0,toyota,camry solara se,good,4 cylinders,gas,232050.0,automatic,fwd,coupe,il
20000,2015.0,ford,f-250 super duty,like new,8 cylinders,gas,160000.0,automatic,4wd,pickup,la
2200,1996.0,volvo,850 wagon,excellent,5 cylinders,gas,187000.0,automatic,fwd,wagon,ny
48900,2018.0,chevrolet,silverado 2500 hd ltz,like new,8 cylinders,diesel,43034.0,automatic,4wd,truck,nc
39990,2019.0,nissan,370z nismo coupe 2d,good,6 cylinders,gas,8373.0,other,rwd,coupe,ga
16259,2017.0,nissan,rogue s,good,unknown,other,53657.0,automatic,fwd,other,co
9995,2012.0,unknown,SANTA FE,like new,6 cylinders,gas,148592.0,automatic,4wd,SUV,wi
25990,2014.0,chevrolet,silverado 1500 regular,good,8 cylinders,other,82140.0,automatic,4wd,pickup,in
6995,2007.0,hyundai,santa fe,unknown,unknown,gas,112.0,automatic,unknown,unknown,ma
33590,2014.0,gmc,sierra 1500 crew cab slt,good,8 cylinders,gas,57923.0,other,unknown,pickup,ok
59999,2019.0,ram,diesel cummin 2500 4x4,unknown,unknown,diesel,30282.0,automatic,4wd,truck,wa
18500,2011.0,chevrolet,2500 hd,good,8 cylinders,gas,146000.0,automatic,4wd,pickup,id
34598,2018.0,bmw,340i,unknown,unknown,gas,18160.0,manual,unknown,sedan,ny
27990,2020.0,ford,ranger supercab xl pickup,good,unknown,gas,10688.0,other,unknown,pickup,co
17590,2017.0,volkswagen,e-golf se hatchback,good,unknown,other,21036.0,other,fwd,sedan,mn
22590,2020.0,subaru,impreza wagon 4d,good,unknown,gas,10667.0,other,unknown,wagon,ca
11695,2013.0,volvo,xc90,unknown,unknown,gas,108008.0,automatic,unknown,SUV,pa
12900,2014.0,chevrolet,tahoe,excellent,unknown,gas,115000.0,automatic,unknown,unknown,wi
22990,2012.0,toyota,tacoma access cab pickup,good,unknown,gas,37725.0,other,unknown,pickup,nc
4499,2010.0,ford,crown victoria,unknown,8 cylinders,gas,138895.0,automatic,rwd,sedan,al
28590,2019.0,subaru,wrx premium sedan 4d,good,unknown,gas,16330.0,other,unknown,sedan,or
19995,2011.0,jeep,wrangler right hand drive,unknown,unknown,unknown,87857.0,manual,4wd,SUV,al
888,2014.0,dodge,grand caravan,unknown,unknown,gas,100000.0,manual,unknown,unknown,oh
33590,2010.0,porsche,panamera 4s sedan 4d,good,8 cylinders,gas,63694.0,other,unknown,sedan,tx
8301,2013.0,hyundai,elantra,unknown,4 cylinders,gas,116690.0,automatic,fwd,sedan,nv
21990,2017.0,gmc,acadia sle-1 sport utility,good,unknown,gas,48959.0,other,fwd,SUV,ar
8995,2003.0,toyota,4runner,excellent,8 cylinders,gas,157580.0,automatic,4wd,SUV,pa
12488,2008.0,gmc,yukon xl denali,excellent,8 cylinders,gas,163257.0,automatic,4wd,SUV,ut
15900,2013.0,bmw,528 i,like new,4 cylinders,gas,51000.0,automatic,rwd,sedan,fl
10995,2013.0,honda,civic,unknown,unknown,gas,96399.0,automatic,fwd,sedan,ma
35999,2017.0,chevrolet,silverado,unknown,unknown,gas,47815.0,automatic,4wd,truck,tx
2900,2014.0,chevrolet,impala lt,unknown,unknown,gas,90545.0,automatic,unknown,unknown,ky
4995,2005.0,ford,expedition xlt,good,8 cylinders,gas,109786.0,automatic,rwd,SUV,fl
7950,2008.0,honda,accord sdn,unknown,unknown,gas,130306.0,automatic,fwd,sedan,ky
9999,2011.0,honda,pilot ex-l 4wd,unknown,unknown,gas,168010.0,automatic,unknown,unknown,wi
5500,2005.0,ford,freestar,like new,unknown,gas,142500.0,automatic,fwd,mini-van,fl
19590,2014.0,acura,tsx sedan 4d,good,unknown,gas,18521.0,other,fwd,sedan,ny
149000,2015.0,unknown,Rolls Royce,unknown,unknown,gas,28000.0,automatic,unknown,unknown,ca
7999,2012.0,gmc,acadia,unknown,unknown,gas,172572.0,automatic,unknown,SUV,tn
25590,2020.0,gmc,terrain slt sport utility 4d,good,unknown,other,12312.0,other,unknown,SUV,co
8995,2012.0,honda,fit,excellent,4 cylinders,gas,72759.0,automatic,fwd,sedan,ct
3490,2011.0,kia,forte,like new,4 cylinders,gas,172157.0,automatic,fwd,sedan,va
31750,2011.0,mercedes-benz,sl550,excellent,unknown,gas,65000.0,automatic,unknown,unknown,ca
32985,2015.0,ram,1500,unknown,unknown,gas,86381.0,automatic,unknown,other,nj
24000,2016.0,bmw,5 series,excellent,unknown,gas,51578.0,automatic,4wd,sedan,wi
14999,1998.0,unknown,Pierce Model Tilt Cab,good,unknown,diesel,156623.0,automatic,unknown,unknown,va
20990,2006.0,chevrolet,express cargo van,good,8 cylinders,diesel,134296.0,automatic,rwd,truck,de
8976,2004.0,toyota,prius 5dr hb (natl),unknown,4 cylinders,unknown,78746.0,automatic,fwd,sedan,or
19995,2012.0,ford,expedition,unknown,unknown,gas,87363.0,automatic,4wd,unknown,wi
10000,2014.0,gmc,savana 2500,fair,8 cylinders,gas,177000.0,automatic,unknown,unknown,mn
15500,2009.0,chevrolet,tahoe,good,8 cylinders,gas,144700.0,automatic,4wd,SUV,nc
6999,2011.0,kia,soul,excellent,4 cylinders,gas,76000.0,manual,fwd,hatchback,mn
6850,2012.0,nissan,altima,excellent,4 cylinders,gas,110501.0,automatic,fwd,sedan,ok
12481,2019.0,ford,fiesta st line,excellent,4 cylinders,gas,73246.0,automatic,unknown,hatchback,ca
27990,2014.0,toyota,tacoma access cab pickup,good,unknown,other,17805.0,other,unknown,pickup,ar
26499,2019.0,toyota,rav4,unknown,4 cylinders,gas,20665.0,automatic,fwd,SUV,tn
15000,2013.0,gmc,acadia denali,excellent,6 cylinders,gas,143000.0,automatic,4wd,unknown,ca
7000,2010.0,mitsubishi,outlander,fair,6 cylinders,gas,102262.0,automatic,4wd,SUV,ny
8499,2013.0,subaru,outback 2.5i limited,excellent,4 cylinders,gas,144923.0,automatic,4wd,wagon,ct
7595,2006.0,chevrolet,impala lt,excellent,unknown,gas,51627.0,automatic,unknown,unknown,md
2500,1996.0,ford,taurus,good,6 cylinders,gas,76000.0,automatic,fwd,sedan,nc
8500,2012.0,lincoln,mkx,unknown,6 cylinders,gas,102900.0,automatic,unknown,unknown,de
33254,2014.0,ford,f-550,unknown,unknown,other,220880.0,unknown,fwd,other,fl
6995,2007.0,lexus,is,unknown,unknown,gas,190457.0,automatic,unknown,sedan,oh
31900,2018.0,bmw,x5,unknown,unknown,gas,72887.0,automatic,4wd,SUV,ok
11950,2013.0,toyota,corolla,unknown,unknown,other,90300.0,automatic,unknown,unknown,ca
25990,2020.0,buick,encore gx preferred sport,good,unknown,gas,382.0,other,unknown,other,co
24990,2013.0,bmw,1 series 135i convertible 2d,good,unknown,gas,27287.0,other,rwd,other,tx
6998,2010.0,subaru,impreza,unknown,unknown,gas,119488.0,automatic,unknown,hatchback,ma
15418,2017.0,ford,escape se,like new,4 cylinders,gas,78928.0,automatic,fwd,SUV,ca
7995,2007.0,gmc,yukon xl,unknown,unknown,gas,1.0,automatic,unknown,unknown,mi
22900,2014.0,ford,f150 king ranch 4x4,unknown,6 cylinders,gas,83223.0,automatic,4wd,pickup,ia
46977,2019.0,volvo,xc60 t6 awd inscription,excellent,unknown,gas,31456.0,automatic,4wd,SUV,ca
17999,2014.0,audi,q5 3.0t quattro technik,good,6 cylinders,gas,95881.0,other,unknown,SUV,wa
7800,2005.0,ford,mustang gt premium,good,8 cylinders,gas,128000.0,manual,rwd,coupe,sc
31590,2018.0,toyota,4runner sr5 sport utility,good,6 cylinders,gas,62496.0,other,unknown,other,ny
28000,2017.0,mercedes-benz,cla-class,like new,4 cylinders,gas,18182.0,automatic,fwd,coupe,ca
6500,1999.0,lexus,lx740,excellent,8 cylinders,gas,167320.0,automatic,4wd,SUV,wi
6950,2010.0,jeep,liberty,good,6 cylinders,gas,111000.0,automatic,4wd,SUV,oh
6872,2006.0,honda,civic,unknown,4 cylinders,gas,162491.0,manual,fwd,sedan,or
15999,2016.0,chevrolet,malibu ls,excellent,4 cylinders,gas,68559.0,automatic,unknown,sedan,nc
11995,2017.0,unknown,Suzuki GSX-R750L1,good,4 cylinders,gas,3370.0,other,unknown,unknown,ri
4995,2009.0,ford,escape,unknown,unknown,gas,174988.0,automatic,unknown,unknown,mi
37491,2019.0,toyota,tacoma,unknown,6 cylinders,gas,45981.0,automatic,rwd,pickup,tx
28999,2014.0,lexus,is 350,unknown,6 cylinders,gas,37835.0,automatic,rwd,sedan,wa
900,2003.0,honda,civic,unknown,4 cylinders,gas,149357.0,automatic,fwd,unknown,wa
19555,2013.0,ford,f-150 xl,good,8 cylinders,other,116700.0,automatic,4wd,pickup,ca
24553,2015.0,gmc,acadia,unknown,unknown,gas,78896.0,automatic,unknown,unknown,mo
7980,2012.0,hyundai,sonata,good,4 cylinders,gas,104615.0,automatic,rwd,sedan,nc
4995,2010.0,dodge,avenger r/t,excellent,4 cylinders,gas,1000.0,automatic,unknown,unknown,ky
6800,2011.0,kia,soul +crossover 4a,good,4 cylinders,gas,156349.0,automatic,unknown,wagon,pa
46995,2014.0,ford,f250 platinum 4x4,unknown,unknown,diesel,125743.0,automatic,unknown,unknown,tx
6990,2007.0,gmc,acadia,unknown,unknown,gas,196025.0,automatic,unknown,wagon,va
10950,2014.0,honda,civic,good,4 cylinders,gas,140891.0,automatic,fwd,coupe,nc
8500,2009.0,audi,a4 quattro,unknown,unknown,gas,96.0,automatic,4wd,unknown,fl
39598,2018.0,mercedes-benz,e-class,excellent,unknown,gas,88361.0,automatic,rwd,sedan,ca
16990,2012.0,acura,tsx sedan 4d,good,unknown,gas,69148.0,other,fwd,sedan,tx
4999,2006.0,mazda,tribute i 4wd,excellent,6 cylinders,gas,95000.0,automatic,4wd,SUV,mn
33999,2018.0,chevrolet,1500,unknown,unknown,gas,65438.0,automatic,unknown,unknown,tx
8995,2009.0,chrysler,300,good,unknown,gas,87185.0,automatic,4wd,sedan,il
8650,2010.0,subaru,outback,excellent,unknown,gas,112991.0,automatic,4wd,wagon,va
36900,2006.0,honda,s2000,excellent,4 cylinders,gas,29400.0,manual,rwd,convertible,va
15937,2011.0,ford,e350,unknown,unknown,gas,163000.0,automatic,unknown,unknown,ms
16590,2018.0,toyota,yaris ia sedan 4d,good,unknown,gas,22248.0,other,fwd,sedan,ks
7900,2007.0,ford,ranger,excellent,4 cylinders,gas,126226.0,automatic,rwd,pickup,ca
22988,2014.0,acura,mdx 3.5l,good,unknown,other,63800.0,automatic,unknown,other,mo
17500,2020.0,hyundai,sonata,unknown,unknown,gas,36949.0,automatic,unknown,sedan,ar
3800,2006.0,pontiac,g6,unknown,6 cylinders,gas,132869.0,automatic,fwd,sedan,ny
22590,2018.0,mazda,cx-5 sport suv 4d,good,unknown,other,16814.0,other,fwd,other,nc
49130,2016.0,ram,2500 4x4,excellent,6 cylinders,diesel,57775.0,automatic,4wd,truck,nm
16500,2009.0,jeep,wrangler unlimited,excellent,6 cylinders,gas,125000.0,automatic,4wd,SUV,oh
49999,2018.0,ram,2500,unknown,unknown,diesel,107358.0,automatic,4wd,unknown,va
39990,2013.0,chevrolet,express commercial cutaway,good,8 cylinders,gas,119000.0,automatic,rwd,unknown,de
11950,2014.0,chevrolet,cruze,like new,4 cylinders,gas,44546.0,automatic,fwd,unknown,ok
35500,2017.0,toyota,tacoma 4x4 2017,like new,6 cylinders,gas,23454.0,automatic,4wd,unknown,nc
15350,2018.0,nissan,altima,unknown,unknown,gas,77061.0,automatic,fwd,sedan,tx
42590,2020.0,buick,enclave premium sport,good,6 cylinders,gas,1134.0,other,unknown,SUV,oh
23000,2020.0,jeep,cherokee,unknown,unknown,gas,40298.0,automatic,fwd,SUV,sc
18990,2018.0,mitsubishi,eclipse cross es,good,unknown,other,15808.0,other,unknown,hatchback,az
10988,2006.0,subaru,forester,good,4 cylinders,gas,114830.0,automatic,4wd,wagon,id
34388,2017.0,chevrolet,silverado 1500,unknown,unknown,gas,91644.0,automatic,4wd,pickup,mo
25590,2017.0,audi,a3 premium plus sedan 4d,good,unknown,other,22110.0,other,unknown,sedan,ok
24399,2014.0,ram,1500,excellent,unknown,gas,89968.0,automatic,4wd,unknown,mt
6600,2009.0,audi,a4,unknown,unknown,gas,168011.0,automatic,unknown,unknown,tx
59999,2019.0,gmc,sierra 1500 denali 4x4 gas,unknown,unknown,gas,28073.0,automatic,4wd,truck,wa
16990,2015.0,volkswagen,cc 2.0t r-line sedan,good,unknown,other,43934.0,other,fwd,sedan,ca
8995,2006.0,lexus,rx 400h,unknown,6 cylinders,gas,122409.0,automatic,4wd,SUV,il
21590,2017.0,subaru,crosstrek 2.0i premium,good,unknown,gas,29429.0,other,unknown,hatchback,nc
9000,2013.0,honda,civic,unknown,4 cylinders,gas,58000.0,automatic,fwd,sedan,or
6000,1994.0,honda,accord ex wagon,excellent,4 cylinders,gas,203000.0,manual,fwd,wagon,co
7480,2013.0,hyundai,sonata,unknown,4 cylinders,gas,117271.0,automatic,fwd,sedan,al
19990,2013.0,volkswagen,eos sport convertible,good,unknown,gas,24294.0,automatic,fwd,convertible,oh
26995,2014.0,mercedes-benz,gl-class,unknown,8 cylinders,gas,46152.0,automatic,4wd,SUV,fl
7950,2010.0,subaru,outback,good,4 cylinders,gas,161357.0,automatic,4wd,hatchback,ca
28994,2011.0,chevrolet,silverado 2500hd,like new,8 cylinders,diesel,122603.0,automatic,4wd,truck,wi
12900,2017.0,dodge,grand caravan,excellent,unknown,gas,141657.0,automatic,fwd,mini-van,ky
14950,2015.0,lincoln,mkz,excellent,4 cylinders,hybrid,60700.0,automatic,fwd,sedan,nc
27997,2017.0,lexus,nx,excellent,4 cylinders,gas,51656.0,automatic,4wd,SUV,tn
10980,2014.0,ford,focus,unknown,4 cylinders,gas,70491.0,automatic,fwd,sedan,wa
31999,2014.0,audi,s7 4.0t quattro 2-owner,unknown,8 cylinders,gas,102905.0,automatic,4wd,hatchback,or
6995,2009.0,honda,unknown,unknown,unknown,gas,92553.0,automatic,unknown,unknown,ia
1800,2001.0,jeep,cherokee,unknown,6 cylinders,gas,184000.0,automatic,unknown,unknown,nv
26000,2014.0,ford,explorer,like new,6 cylinders,gas,31000.0,automatic,4wd,SUV,nc
155,2012.0,toyota,prius c one,unknown,4 cylinders,hybrid,88361.0,automatic,fwd,hatchback,ma
15900,2019.0,volkswagen,jetta,excellent,4 cylinders,gas,28000.0,automatic,fwd,sedan,il
8995,2010.0,toyota,sienna xle,unknown,6 cylinders,gas,140825.0,automatic,fwd,mini-van,la
1000,2001.0,chevrolet,unknown,unknown,unknown,other,555555.0,other,unknown,unknown,tx
27590,2013.0,toyota,tacoma access cab pickup,good,unknown,other,43937.0,other,4wd,pickup,md
6800,2013.0,toyota,prius hybrid,good,4 cylinders,gas,121000.0,automatic,fwd,unknown,ca
3981,2001.0,ram,1500 st 4wd!extended,excellent,8 cylinders,gas,0.0,automatic,4wd,truck,mi
28040,2019.0,jeep,grand cherokee,excellent,6 cylinders,gas,18351.0,automatic,4wd,SUV,ia
39800,2019.0,ram,1500,unknown,unknown,gas,15704.0,automatic,4wd,unknown,in
22357,2019.0,toyota,camry,excellent,4 cylinders,gas,43700.0,automatic,fwd,sedan,ca
7460,2006.0,toyota,rav4 limited 4x4,good,4 cylinders,gas,141752.0,automatic,4wd,SUV,in
16590,2016.0,hyundai,sonata eco sedan 4d,good,unknown,gas,39763.0,other,fwd,sedan,md
16995,2003.0,gmc,sierra 2500hd,excellent,unknown,diesel,174723.0,automatic,4wd,pickup,ca
2988,2009.0,chevrolet,impala,unknown,unknown,other,151400.0,automatic,unknown,sedan,ct
2000,2008.0,honda,accord,unknown,unknown,gas,111111.0,automatic,unknown,unknown,dc
9998,2013.0,volkswagen,cc,excellent,unknown,gas,84618.0,automatic,fwd,sedan,fl
6000,2000.0,toyota,tacoma,good,4 cylinders,gas,205000.0,manual,rwd,pickup,sd
11495,2016.0,mazda,mazda3,excellent,4 cylinders,gas,95247.0,automatic,fwd,hatchback,ia
10995,2011.0,bmw,328i,excellent,6 cylinders,gas,95000.0,automatic,4wd,sedan,nh
15988,2018.0,toyota,corolla,unknown,unknown,other,30632.0,other,unknown,unknown,co
38990,2018.0,jeep,wrangler unlimited sahara,good,6 cylinders,gas,28789.0,other,4wd,other,oh
34590,2018.0,lexus,is 350 sedan 4d,good,6 cylinders,gas,36970.0,other,unknown,sedan,in
10988,2004.0,nissan,titan,unknown,unknown,gas,114491.0,automatic,unknown,unknown,ia
7500,1995.0,jeep,wrangler,good,4 cylinders,gas,84000.0,manual,4wd,offroad,fl
5000,2006.0,jeep,liberty sport 4x4,excellent,6 cylinders,gas,104000.0,automatic,4wd,SUV,ma
10500,2012.0,honda,civic lx,like new,4 cylinders,gas,74000.0,automatic,fwd,sedan,az
100000,2018.0,dodge,unknown,unknown,8 cylinders,other,959.0,automatic,fwd,other,va
8000,2015.0,nissan,sentra,new,unknown,gas,69000.0,automatic,unknown,unknown,ny
58960,2017.0,ford,super duty f-250,good,unknown,diesel,45948.0,automatic,unknown,unknown,il
3300,2010.0,mazda,mazda3,unknown,4 cylinders,gas,229115.0,automatic,fwd,sedan,nj
20995,2011.0,chevrolet,silverado 1500,good,unknown,gas,109905.0,automatic,4wd,truck,in
33500,2011.0,unknown,kenworth t800,unknown,unknown,diesel,725000.0,manual,unknown,unknown,tx
2950,2015.0,unknown,scion tc coupe,excellent,4 cylinders,gas,200259.0,manual,fwd,unknown,wi
4191,2005.0,toyota,sienna,like new,6 cylinders,gas,225332.0,automatic,fwd,mini-van,mi
11888,2015.0,nissan,altima,unknown,unknown,gas,91170.0,automatic,fwd,sedan,fl
10500,2011.0,chevrolet,tahoe,excellent,8 cylinders,gas,200000.0,automatic,rwd,SUV,la
25500,2018.0,dodge,challenger,excellent,6 cylinders,gas,59900.0,automatic,rwd,coupe,nc
39990,2018.0,tesla,model 3 long range sedan,good,unknown,hybrid,28456.0,other,rwd,sedan,ny
31990,2019.0,volvo,s90 t5 momentum sedan 4d,good,unknown,other,24142.0,other,fwd,sedan,ar
4200,2002.0,toyota,highlander,good,6 cylinders,gas,279000.0,automatic,4wd,SUV,ca
24950,2008.0,ram,3500,excellent,8 cylinders,diesel,94509.0,automatic,rwd,truck,ia
19690,2018.0,honda,civic,good,4 cylinders,gas,22465.0,automatic,fwd,sedan,nj
40990,2014.0,chevrolet,silverado 2500 hd crew,good,8 cylinders,gas,53263.0,other,unknown,pickup,wv
10500,2010.0,lexus,rx-350,excellent,6 cylinders,gas,176465.0,automatic,4wd,SUV,in
4800,2010.0,volvo,c30 t5 2dr hatchback,unknown,unknown,gas,146979.0,automatic,unknown,unknown,co
4900,2009.0,chevrolet,impala,good,6 cylinders,gas,112000.0,automatic,fwd,unknown,mi
8990,2013.0,unknown,smart fortwo Passion Hatchback,good,unknown,gas,59072.0,automatic,rwd,coupe,mn
8500,1996.0,ram,2500,unknown,unknown,diesel,100000.0,automatic,unknown,unknown,nj
41590,2020.0,buick,enclave avenir sport,good,6 cylinders,gas,29010.0,other,fwd,SUV,mi
24971,2014.0,ford,f150 xlt supercrew,unknown,6 cylinders,gas,98783.0,automatic,unknown,truck,ks
5500,2007.0,honda,fit sport,good,unknown,other,168059.0,automatic,fwd,sedan,oh
19900,2019.0,jeep,renegade,new,4 cylinders,gas,33602.0,automatic,fwd,SUV,fl
10995,2011.0,gmc,yukon,good,8 cylinders,gas,215000.0,automatic,rwd,SUV,ca
2000,2013.0,buick,enclave,unknown,unknown,gas,162234.0,automatic,unknown,unknown,tx
5600,2001.0,ford,explorer sport trac,unknown,6 cylinders,gas,176.0,manual,rwd,truck,ga
33590,2020.0,chevrolet,silverado 1500 double,good,6 cylinders,other,15591.0,other,4wd,pickup,mo
4098,2004.0,kia,sorento,unknown,unknown,gas,188836.0,automatic,4wd,unknown,in
17995,2008.0,toyota,tacoma double cab 4wd v6,excellent,6 cylinders,gas,192247.0,automatic,4wd,truck,nc
39599,1992.0,toyota,land cruiser hdj81 - 80 series,unknown,unknown,diesel,180000.0,automatic,unknown,SUV,or
4599,2003.0,buick,lesabre,good,6 cylinders,gas,71182.0,automatic,fwd,sedan,nj
18598,2018.0,subaru,outback 2.5i premium,unknown,unknown,unknown,106259.0,automatic,unknown,SUV,nc
4950,2009.0,hyundai,sonata,excellent,4 cylinders,gas,126300.0,automatic,fwd,sedan,nj
7900,2011.0,honda,accord sdn,excellent,4 cylinders,gas,130000.0,automatic,unknown,sedan,nc
11977,2015.0,hyundai,sonata,unknown,unknown,other,70100.0,automatic,unknown,sedan,md
14900,2017.0,kia,optima,excellent,unknown,gas,53901.0,automatic,unknown,unknown,in
9995,2012.0,volkswagen,beetle,excellent,4 cylinders,gas,104205.0,automatic,rwd,hatchback,tx
111,2012.0,jeep,compass sport,unknown,4 cylinders,gas,171000.0,automatic,4wd,SUV,id
24590,2017.0,chevrolet,silverado 1500 regular,good,6 cylinders,gas,40784.0,other,unknown,pickup,al
29990,2018.0,alfa-romeo,romeo stelvio ti sport,good,unknown,other,26978.0,other,unknown,hatchback,va
